id,title,price,price_per_sqm,rooms,area_total,area_living,area_kitchen,floor,floors_total,district,address,metro,year_built,house_type,deal_type,property_type,description,url,source,label,collected_at
cia_b268eb90,Уютная новая квартира в ЖК Ручьи,30000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326243644/?context=3.iN_FI044cSA.EeLPG4VnXtXlUotWhvocKNYkFNvaKIqGgD-xw2-lXGihK8yIkfT_DL_L3Y0tyQF3clDN2EA7EYvJ5A&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.599632
cia_0fc8b0a5,"Студия, 26 м², 8/12 этаж",31900.0,,0.0,26.0,,,8.0,12.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/326993118/?context=3.OSIul7Z_HKg.tLknLHP59ZAzMTet1LlqRE21HCOoj3LjabCqa3QnpK14kzsNLbXtktJVLZmmBefQe6e_rmKCgQkpAg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.602107
cia_d80b0569,Квартира у Московского вокзала,3500.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/312455260/?context=3.y84kM90zO9A.sBy7LXDxMFEgq4iUCfif7rM2aeSgKz65pgjF743IPzUqV-JMQ_Kg4PsJL_MUh17A_VgHfHkVY4EFuA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.603599
cia_b0b8703e,"Студия, 25 м², 5/5 этаж",2800.0,,0.0,25.0,,,5.0,5.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/244220146/?context=3.A8o9fmVRAfs.Q08EUdHFs7tJMSD5PuARZiHf-c_pED9ndg4XmDuQ5nvPZmcR3YHFVNR6ZnGZchQqczbLVG9ZQm10xQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.604461
cia_eb2e885f,Новая квартира у метро,4590.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327177163/?context=3.md9vuR2Fe8k.cIbg0ZZuRuYVpZazabbsDqQWoPlqD66v5Lvn7hjsgopDJJWv7sbFP9l-OVqSIPJN0-TMfVLztWJqpw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.605935
cia_2dc0a0df,"2-комн. квартира, 54 м², 3/5 этаж",1890.0,,2.0,54.0,,,3.0,5.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/189648271/?context=3.asMLJjKYFig.ubNYuHsxs-sUjFVF4fD6Tp_0Tem8gQBPlFOUkYODNhed7fX8U8Ryxk-CIggt7yHlF07Slys8Ru91UQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.608318
cia_d19b5c0f,"1-комн. квартира, 44 м², 16/17 этаж",57000.0,,1.0,44.0,,,16.0,17.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/281055786/?context=3.AxfaXlfBMGM.c8s3rMXtI5aLfjifjeVAnvyTXw6043RpC7iRxb_RX5micEO6T_izUitSnP-KSHgNxNsMo2zLErjJ5A&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.609368
cia_a0a15775,Citi Apartments: 130м2 с террасой,6000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/286994689/?context=3.Bo77h2SeWJE.-ZrkIMc3Cnw3XRakQMo5bVp9uENvf50ABrFYNLVRZSILYBbuxP1Jpx1Tnphl0CPo5UeOJZwP3rm6zQ&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.610819
cia_6236980c,Апартаменты 20 м² - без комиссии!,43800.0,,,20.0,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/313326516/?context=3.vA9YAdBS9W8.HZ5KbXrOEQeugjDQhHwVRetJ0sYXs9gELhRVk4g7Tp3erWOfhCYK3KIMuKJ-PVhAnQ34vaUtNurO9w&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.612284
cia_05c83b24,"Студия, 25 м², 2/3 этаж",26000.0,,0.0,25.0,,,2.0,3.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/323723987/?context=3.4CPcE1rnljc.xm3iuAev4zSnpX5qX1c0cFVe4Tke-0jNXDMolREmIOkyHA4KvIpa09cRQ1EttcnnucvHhpJe63XUag&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.613203
cia_c7197a20,Апартаменты у м. Балтийская,43800.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/309227598/?context=3.dcaTWhCevhw.R8uvT29ATCmNcdklkqim4bAbwF70tF7EunIM32ClJrQlsyLEaRchIhEE_MaOVB5GZu43pACt0fzQIw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.615731
cia_4b4ec39e,"Студия, 16 м², 3/5 этаж",1890.0,,0.0,16.0,,,3.0,5.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/324766931/?context=3.G2Fxq70sR9Q.ffVRN7WgDqv_dPEibmfpfj7jsnV6r0aLaN5SbsPZ2FiNgC77QMp1X8HIyR5cPW09Z1H8EOUWN4gCAA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.617210
cia_b09462f2,"Я Собственник, без комиссии!",36000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/259915287/?context=3.QMyVr8d9N78.gVVvyzhC6OfSVkuWoq7y3wU4f0P8dnf8wJGOlhUPf3YTrywbuILcDkziU4oTK7WZw-X1i7AgG-W4pg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.618166
cia_bd0fb576,"3-комн. апартаменты, 81,7 м², 2/5 этаж",250000.0,,3.0,81.7,,,2.0,5.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327274595/?context=3.XTBjGn5oaYs.kBRkTTMSWjsffGQYzGTthxWPF-gOKnMryjUXnb96Uxu54_0w8CX-Ao0hB-TUbu7zYPPrhXhAetH3pg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.619742
cia_05b670e2,Уютные апартаменты м. Балтийская!,52800.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/309203889/?context=3.y1HVVfi8xHI.5mEZ2ukZQKItgdXIsNq7E7COtbrSFbzNicNteKONII8cOC2KHo_okuXCtnidhe-ZXoae8YdkPLT-5g&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.622174
cia_41739bba,Новый дом двушка. Закрытый двор,50000.0,,,,,,,,,Санкт-Петербург,,,,sale,house,,https://spb.cian.ru/rent/flat/327046554/?context=3.XONLKpEi2mI.dop7Mz-qVbEt8t5X5dB1SlIxHv9JAS2B3StDzBICJtVgvv5QCdgY-Mxbegn83XXkal7GmPs0BRmbXg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.623203
cia_85b0aaed,"Студия, 25 м², 4/15 этаж",2990.0,,0.0,25.0,,,4.0,15.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/316524833/?context=3.cj5LdeRWmKo.YInuicj0h2iQ4bY9u8Vwxd9sM5X9RdVRY7ZPQtzqrJRK1p4ZkmqGclNyz1iTj5mt6nh_JRZE8J0GBA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.624647
cia_146795c1,Метро и Ладожский ВОКЗАЛ напротив,2980.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/318252485/?context=3.CZuLU3ilCE0.eFAtHcEHkfOB5i7m__8lew6QiPvmuhNEDZpN0N0UwQdZE3iP5fxe2wcitzSVlrN_YSDkmA99Hvx2tg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.626080
cia_8ccc6376,"1-комн. квартира, 35 м², 1/20 этаж",31000.0,,1.0,35.0,,,1.0,20.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326276739/?context=3.eiwuUQlHQ8s.DQA0w3wf6WSYlrpHqMIUNFHYNqbWd82lLNtEgEXUmXaKo9RSoR9xtTW5Igu9yQ7PDIw80BYYKM8tyg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.627481
cia_b3b06bcb,"Комфорт, уют, удобная логистика",1999.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326537482/?context=3.CFrBZRMBWr0.kFUpbXxQ6cDkX5ZmX24jpUWXB9WkP7uvAkfEYX6BimWt-nbKtY4OV7UlDYHpAWJDSdRrZt_ExnkVhw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.630012
cia_ce8e970a,Аренда квартиры на Крестовском,250000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/322638319/?context=3.VDTTGSUxXZk.l2-IwXfpSbqQ2sb2HkXTPcpi4P_XtyjEqLxkJ60VauZWZb3KDsGDVIsb3nURs2wtkmTiSB1u_WVkEg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.631471
cia_d6423691,"1-комн. квартира, 31 м², 4/24 этаж",25000.0,,1.0,31.0,,,4.0,24.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/290014083/?context=3.09zGJm74xn4.hlPlwo5xJYI6iDif35A1F5FQkTWIc_Lv3_Bzo_cjyjBL36_a_6rqKY1TMf-okMswVXTSWVbjaxnTmA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.632315
cia_ac8bbf8a,"Военно-Мед.  академия, Новый ЖК",2499.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/298768224/?context=3.gV5MvP-afeI.ONm5q-z21q-gBoK5gTHi8V97vIg9njGyNyobF2EDbdXp41XfShNRL224h4ttiFUjnlyjPdCLO84NEg&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.633833
cia_6eff937b,Вид на Крестовский остров и Неву,4500.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/185343139/?context=3.hhKxSNM4tEA.vH3IuBd_Fe0eIfJGtI_RsSBYTZDdoAtU8zMpCpLuunYr6mmzjpRtmR6zdYiihpsx_i17_U1gPQ4mYA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.636276
cia_935b7c1a,"Студия, 20,7 м², 7/19 этаж",25000.0,,0.0,20.7,,,7.0,19.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327805467/?context=3.96xLTCksaZw.Ykiu1hamJIHzm0b0qcwg9WvOhZUTVnHjLTz4W0IeuFu966dQV2CkC3C2j6r0-LP_NgJraa0giBEMqA&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.637238
cia_e74584e9,Двухкомнатная квартира у Авроры,3399.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/286638204/?context=3.fY9e-5nsyNM.oJo3S0JTvRbLFElqrLGkIzS3Dvqz_4wrnqoroLH-mQxj9OoB20iCTmumzKY2TB6Mcivdg7DZC-P_6w&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.638748
cia_b47a528e,Современная студия Малахит,2499.0,,0.0,,,,,,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/317644409/?context=3.gTwYvz9uTYk.pZb23FFonBLZsOdNvkTfrXErOHiXAeZixKcp7e2ket91MI85nCsorHDiq6-M2UsFiLh7k3N4drEMUw&mlSearchSessionGuid=b0cd18b8b0158160d49f19e8cb095952,cian,sale_apartment,2026-03-15T10:53:46.640286
